mz	abs_abu
111.984299728627	11.7709426306753
130.062120510265	11.0117953371546
142.023794808775	11.3313362976602
170.093778135406	10.4077618857662
176.121971471271	11.7110233223293
204.135904627239	10.2450038771853
209.108333663405	10.3606617045481
212.147887378939	9.6042549068434
222.206066689579	9.6185612973317
224.027024957752	11.3169471152646
224.16711729673	10.3469714789965
224.227613845151	11.8099451744356
228.021788942556	9.34190563753555
230.078580954067	12.914428813898
231.22508518557	11.2629240078869
236.176213855333	9.43964401572047
242.223775737621	11.6147013290723
244.25037963109	8.57464978368981
252.08423476434	11.7054605638503
262.166977785822	12.6166921479003
264.138894290064	12.301036246568
268.096568735121	10.042628910946
270.009804624005	10.0157145345547
282.262550597311	11.0492950202187
288.219069080491	11.9788962402314
288.229083612468	13.1812260305306
306.029973887097	11.2581112152323
306.185619838196	13.0676943263182
310.221882642502	13.0494796611473
314.066721559772	11.3277461026236
314.243745542438	13.8529761862053
320.200870467121	12.7488705009985
321.999382728272	9.88264708038172
324.124972117465	11.2568610662387
324.195062233941	13.9696488858598
324.237957498675	11.4909890325521
330.028551394504	11.0190655485326
330.20406853517	14.9623854260739
330.238937483146	11.9763028436422
334.215936055742	12.1155332006941
336.009153059221	10.734082123264
344.219144953158	12.0258499000684
348.252917172478	14.7569624106296
350.174930771737	10.8158292550401
356.249661585966	12.2024947312843
358.000164611404	10.3194300086849
358.164988558314	11.741191813366
358.205381949223	13.6203493051655
362.22954122746	11.1832537853458
362.266134355203	12.5697562277391
363.976563941206	9.86528043066398
366.025295124821	10.5865251000523
378.17939411286	13.8055416566561
388.019773367	11.2893342918825
390.293769095917	12.2321801846654
396.016440590246	10.2079812000926
400.276301637811	12.1591337453397
412.194936204273	11.9740253484394
414.197629741069	12.3756762228014
414.232090017059	13.7768105801775
414.265738621468	11.586275627118
424.176235641458	14.2803971523622
424.176301308146	13.4012189755495
426.034361618467	10.4463344158253
432.390913521326	10.6411562902786
434.320652996864	11.3543078897038
438.192523360257	13.3646322284348
452.337360066698	13.9606188592259
462.401612875561	10.7850048271601
488.04692281995	10.5676206084812
491.976437160401	9.55760027616189
554.324542217603	11.7984451040374
570.050373201653	10.6233911606392
588.514772986534	12.7331695637383
636.297579061201	10.4514192304915
652.0526125778	10.5867439490619
