"mz" "Retention_Time" "NSHQ-14" "WAB-71" "WAB-104" "WAB-105" "WAB-55"
487.306761366698 338.602 12.9923701655967 13.9606188592259 13.2039039521204 13.5700355934645 13.8200676237909
361.258857923203 541.255 11.9822343149976 9.30989966240517 12.5697562277391 12.3917646141495 12.3199401244494
425.263170395917 560.102 11.1933198153357 9.17138487443016 11.7631208095137 12.2321801846654 12.2030570195913
387.025856241456 17.486 9.98504649532141 10.2405305108087 11.2893342918825 10.8746612784574 10.7363366145286
471.033406509657 15.9 10.157695879189 9.09008602798756 10.4463344158253 9.75379007663803 9.73852039235178
304.979205924005 15.9 9.52687391373299 8.67030816415345 10.0157145345547 9.2923336553458 9.24404503706638
643.016055699494 16.429 9.67446261523839 9.1981078825492 9.88264708038172 9.47405950694625 9.46555867149284
633.0347714578 18.015 9.59612524067986 9.72998848213306 10.5867439490619 10.2839449982194 10.1445895787017
611.040427201287 18.015 10.0253486675359 10.2009542524459 11.2581112152323 10.7966236182893 10.676162400066
551.032532081653 18.015 9.62326815842913 9.87406133287469 10.6233911606392 10.335510441485 10.1867887623551
472.958596040401 19.601 9.55760027616189 8.42485519973023 9.54260198360748 9.00645871266355 9.03221824728405
469.02908169995 18.015 9.62766791545175 9.85924460751944 10.5676206084812 10.2844986531433 10.1659544392079
129.054899982632 195.042 9.139788531582 8.481743623104 11.0117953371546 10.4184135018716 9.28202108607276
671.046091711585 18.015 10.0117419874408 9.40566647408515 10.734082123264 10.0367779418104 10.2162615057891
339.164533269297 292.449 7.75062890473715 10.4077618857662 7.84982472174182 8.0602524436383 8.77399081602738
361.22226479546 416.633 10.6929333080481 10.8256929062749 10.4010067361857 11.1722270980615 11.1832537853458
203.128436961665 430.195 9.45599292886091 10.2450038771853 9.03263596049207 8.85841504025744 9.21846546391629
459.154504193493 439.618 11.9649810420441 12.386118231028 11.8389345658981 12.914428813898 11.4615575604389
343.211868521158 479.956 11.7775979157689 12.0258499000684 11.0785733420567 11.4956634809784 11.6024358885414
423.168959209458 492.551 11.4822837160858 14.2803971523622 11.9392189672496 12.8428930252755 12.0738531031301
267.091432858306 500.389 9.20390502065993 10.042628910946 6.86983574439067 7.20782428063878 7.72328447873214
193.130046258939 529.188 9.17450136407003 7.74319009406609 8.74229666509701 9.6042549068434 9.17611917846599
329.237080444529 535.532 14.6151241627697 13.8977324333859 14.6480393931769 14.9623854260739 14.6839809041455
447.164337504273 538.175 9.73924322931767 11.9740253484394 9.15870870785024 10.0533473380077 9.68594272284889
307.158615880523 544.956 12.6166921479003 10.8222951296722 10.9344877099179 11.0750389533351 10.9429451849854
277.17993272216 549.621 11.6147013290723 5.675677755903 11.3131888186701 10.6236122083775 10.7044446288873
299.140805571462 552.793 12.301036246568 6.02741195386515 10.9648484737151 12.272168028166 11.3562068742538
259.13651859673 551.736 10.3469714789965 7.41187199948259 9.07525024482553 8.94059856571469 8.33842362359841
365.208338783146 549.093 11.1399343872674 8.15161580669473 11.9763028436422 11.2275668331472 11.5227725680416
331.157089651737 547.07 10.8158292550401 9.6262792429633 8.73082166791909 8.71571348953851 8.90978574050777
459.181954466928 547.599 10.6012277187239 12.3756762228014 10.2748976623651 10.7398748500629 10.5600262590833
359.225084174706 564.86 11.4909890325521 8.28277216913117 9.90400891686303 9.64029124711358 9.72546963409158
329.235076052478 544.427 14.4348945684949 13.3152643260023 14.3903789703871 14.7569624106296 14.6372331131572
259.190832868311 543.37 11.3575344072847 10.0767194404661 11.8099451744356 11.3088685448026 11.2617814201578
351.225530545254 541.255 11.7110233223293 8.51531476252041 10.3824180833889 9.95981144754231 9.98031749539653
362.969287509206 538.175 8.58729278882024 0 9.86528043066398 8.76111950883107 9.09236265449279
271.154772846599 540.726 9.22218451746955 5.18784336759754 9.36765987367645 9.43964401572047 9.19785358768671
445.241080194278 540.726 9.89948595720407 12.1591337453397 10.0245381311729 10.4238494866297 10.5359361897614
323.117695685465 538.175 9.77499907214997 11.2568610662387 9.47296694324111 9.82894762551269 9.31868755668859
339.147147438314 535.003 8.30250175585117 11.741191813366 7.50591118835725 8.43844689758578 8.08440504812267
251.07695833234 533.946 7.74464663590675 11.7054605638503 8.23583515971475 9.20162148183792 7.71589125897997
423.20627389047 534.475 10.5940073207701 13.8055416566561 9.88454156415349 10.3680066832429 10.2975668659493
437.185246928257 525.58 11.1451657153436 13.3646322284348 10.6651337192045 11.3610573791094 10.9279334870004
244.06927576329 524.522 9.10304986192206 10.3606617045481 8.85822419964111 9.15216914236885 8.66334208701067
423.169913299351 519.765 10.1253949006658 13.4012189755495 9.69533568368391 10.0766384418727 9.98849333433193
731.034015962915 16.958 10.1706700342776 9.17240759790457 10.5865251000523 9.88160684534007 9.94955918721456
791.022190415365 16.958 9.78968877939156 9.42847772688746 10.2079812000926 9.85440742060395 9.89437568049094
447.034290758353 18.015 10.2220102570901 10.1815584018268 11.3169471152646 10.8322156038398 10.8021009233416
283.028282887071 18.544 10.5243404099542 10.215355329429 11.3313362976602 10.7582611565813 10.7494068818157
455.012836105851 18.544 8.00459976375011 8.58043126068485 9.34190563753555 9.21601562533021 8.91619220691053
110.977023296627 150.039 11.3292379282572 11.7709426306753 8.09163057471927 8.63416184729806 8.22173950636513
715.037061600388 18.015 9.35857360937559 9.44529308491595 10.3194300086849 9.99370462804995 9.69714601286459
359.102684581047 369.952 8.71334966618911 11.3277461026236 9.17363083213907 9.75011202467115 9.21899870825905
243.248226935792 378.411 7.88344854500339 8.57464978368981 0 3.22370684510668 7.07387099849948
333.173595492769 552.265 13.1812260305306 9.34108164042457 11.7663120650501 11.9800713433766 11.8118923370505
313.238248252179 552.793 13.5703501493999 9.16479499802915 13.6637150191622 13.6066748976223 13.8529761862053
391.219062885966 553.322 10.9718458886665 12.2024947312843 10.7777744742126 10.7626000665765 10.6948148783651
257.175467989579 553.851 8.10406601160173 9.6185612973317 9.42079043559525 9.46631019151774 9.58644101361634
413.224813585059 558.08 11.5948517310353 13.7768105801775 11.3934862325428 11.734027890187 11.4451734751575
327.252747246171 554.908 10.8892223971844 8.43147449004216 10.7030044264951 11.0492950202187 11.030746846311
575.311611035762 554.908 11.0128640108041 11.9788962402314 10.5566734441622 10.8242757406992 10.6667452407649
369.197774537842 557.023 13.4152996770269 13.9696488858598 11.2135410587409 11.3029530464999 11.2555444799218
351.219023528689 560.631 13.0676943263182 9.83554880089959 11.0780089277933 10.4835111138338 10.6350841471174
339.187540829223 559.574 11.9214018962078 13.6203493051655 9.84245050335018 9.960984166092 10.0197300526389
365.226268400961 561.16 12.7488705009985 12.0988534276078 10.9576044558671 10.9351218424247 10.7958615277809
291.204041522502 564.86 13.0494796611473 11.7853158770175 10.3938963930461 10.3800592665782 10.1860986972873
379.251029914942 563.803 12.1155332006941 10.1719270279775 10.4703742167642 10.1282279355077 10.1647760236202
413.373072401326 570.583 10.2552698757429 8.10434752742471 10.6411562902786 10.2398147888992 10.1795524446538
599.338419802962 575.87 9.48865159918961 11.7984451040374 9.79757657998219 9.93879041585635 10.6624028528955
461.318140569522 578.95 10.5730234436808 10.295101690083 10.7850048271601 10.3844092923421 10.3510341398779
623.416480664599 576.399 8.84795720565167 12.7331695637383 8.98858313673967 8.55566867657732 8.86619086035065
671.266980361201 575.341 9.83595345858205 6.4790129248403 10.4514192304915 9.89510146956382 9.83121922778927
459.307201147384 574.284 10.3165696805742 11.586275627118 10.749333543208 10.3758704104208 10.3742590018972
266.211906537018 570.055 10.7755701368461 7.32971249642107 11.2629240078869 10.8321810428074 10.7751211461266
433.297115281775 573.227 11.3543078897038 10.2098636259174 10.9708721833072 10.5579652868279 10.5306314233129
329.021274962504 15.9 11.0190655485326 9.68408781044559 10.9747398368049 10.2139092416041 10.4041201824583
457.006893471863 15.9 9.62291695123015 8.65858803008532 9.73342612700539 9.2090327872673 9.22329161126859
303.021772062745 15.9 8.0813917366664 7.10926681612432 8.59576059017042 7.97432033041689 8.03546979377762
573.030259139303 15.9 9.22260458230392 7.86661233001455 9.56546860460515 8.78902657922034 8.91269344422091
599.015162462931 15.9 9.31995076674396 8.44112427460724 9.45016872592396 8.92642916212642 9.03024653586445
176.979437180313 15.9 7.25233245273084 6.54310383387528 7.83549144289366 7.37235929621489 7.33487534314124
343.036595266397 16.429 11.7661753890139 10.4085977698653 11.9182273082724 11.0621562844974 11.2667895057105
359.013613003661 16.429 10.7408241294742 10.067455827804 10.3928193549193 10.0788519451236 10.4279577783191
501.02284997698 16.429 9.94050482145953 9.53349759468505 9.74054839664778 9.4543453846039 9.55165964772508
314.945357185117 16.429 8.79181465956081 8.75913848358017 9.87286846730535 9.62926713530924 9.08106422246993
729.030002673621 16.429 9.2944576200581 8.33263482366501 9.60654089936679 8.87788345150697 8.97102042460915
628.060331886159 16.429 8.376000093397 7.19929711263019 8.86436487330334 7.8878868081053 7.92266090439869
529.036603616289 18.015 9.33780039944853 9.15977033417971 10.5578995248186 9.94708154780474 9.96352625688991
693.041072441973 18.015 8.7599337525248 8.90613786099594 10.3442260539627 9.78327840781291 9.75450563805063
545.011949549781 18.015 8.80880911378702 8.92598520903089 9.50371474153081 9.23280498586533 9.14697731243481
567.012466618602 18.015 8.78073824800736 8.46251537617419 9.24004316799182 8.96867043571098 8.65602492774194
709.018548729804 18.015 8.68897369578321 8.90137777409794 9.73195944708496 9.38798953076211 9.21387288885577
485.004232920414 18.015 8.12243315908473 8.01032497077633 8.61547941968764 8.45483659063734 7.91460155750743
486.98407101462 19.072 8.91648070696316 7.06278204890199 8.46789470768871 7.75984821064977 8.20016464527667
404.979179386263 19.601 7.40921441980736 6.86935963576561 7.7926166963377 7.47936467849183 7.43762000680816
406.974729941889 19.601 6.4899949578973 6.17432433060187 7.30284710171005 7.02582586820596 6.93127105874048
590.928450606755 20.13 6.47132051166171 5.01408849969734 5.50013087639252 5.8553841001591 5.74438105674565
758.869872580857 20.658 5.91857092618737 4.77677170415562 5.69824932523974 5.77268804888952 5.73641766378998
382.913560133093 21.623 5.55048064981253 5.09130984579323 6.012045788309 6.13493562130981 5.65225778327592
202.986754853371 22.152 9.25697974902146 8.12403856307266 8.56884123360475 8.54779927753165 8.94483594015232
181.071362001897 23.209 7.24657271103732 6.97548285673828 8.09760803600422 8.21993295669952 7.95054192343746
170.999435115072 121.676 9.12022548689619 11.7086256724644 9.86148053871126 8.6484072808562 9.00445944789912
343.000507649094 121.676 5.50279846841156 9.6224499132774 6.23359187342596 5.56162869764634 5.66372167938182
171.101564644734 121.676 4.16458186626618 9.14414581103971 5.39492283811656 3.06076089856391 4.41618088412886
375.6048147246 129.077 8.36776238716967 7.59564855023878 8.04704744396991 8.31813916302705 7.51901956135635
307.084885854611 129.606 9.49960948264313 9.66230466501397 9.99708533089399 9.3202390347336 9.78215108833744
225.160577575846 129.606 7.50799567402388 8.09147218514476 8.31333843758528 7.16016477461049 8.27500727554337
263.134395846835 131.099 7.81121666960726 8.54421594500501 8.83397601448824 7.58359291247791 8.80034753109441
243.017511043179 136.386 3.07955154136061 10.0226845818464 0 3.89859023441977 1.84460522922923e-05
243.017688138439 146.338 3.53547721522247 8.93231218094166 0 4.38573885061841 0
95.951149922442 148.982 8.72204147368915 9.43396675880714 4.61204786146301 5.56535411530663 4.98970958433008
111.098621254245 148.982 7.64810792234158 8.39550317445755 0 0 0
229.069050796876 155.762 10.3949305933935 9.71117779239323 11.151366519052 10.6743697183899 10.6001730107206
185.012024929541 156.819 7.12872372641138 10.360681795399 6.51324411538767 5.89922725699206 5.94007954780485
145.050261631457 162.542 7.14747116650287 6.20999209258834 8.6814815328848 8.28342966362663 7.84940503795721
313.091027541016 162.542 6.5248633368709 5.28119045936353 8.63717751028976 8.24346177263753 7.51837942829112
143.070952569678 167.829 7.07902709932715 6.4970493022291 8.62272999969007 8.20871650390997 8.07574217431147
169.018405755867 171.437 6.66233343394962 10.8032299024604 6.25088154551955 5.90716227025032 5.89702988499475
211.097038309883 184.033 8.02942876030766 7.703710330998 7.2003279096977 8.48955063639552 8.19724159279231
508.26917282643 187.733 5.78651055988642 9.79437292503159 5.97923067748625 7.34470750476214 6.70092305736715
96.9588224717202 191.341 4.26161760924072 8.58546964563247 4.03238590191048 3.79381541261524 3.90221060847913
211.058387393636 195.042 7.31480515360451 6.86410750624811 9.01605594615095 8.54247197375039 7.68085372315548
135.044568100387 209.224 7.59819231563497 9.61967648842269 7.6923229695514 7.9094199616004 7.2136527651812
251.112866409568 212.832 7.90453297540623 8.62257120372906 7.70791743839346 7.49128267180078 8.03459694048879
213.042860487703 214.418 6.49219287370133 9.58823465633467 6.75288005837662 6.74995624380312 6.07418838446618
469.338855311946 219.704 5.00020372199136 10.2862784828203 6.77214084799434 8.90587430132743 9.10299963069899
273.064960544404 223.841 9.32809482830175 10.4830860902791 7.8615747814439 7.68765382001495 8.42186480672428
173.045084100827 228.071 8.1588098226218 7.32339761424037 9.61227689165844 9.18724725511529 9.17546130657062
183.03265437706 237.494 7.90761523808482 10.3742355983688 7.20698306073408 6.79809950270379 6.64395410850726
245.102556991309 238.551 7.76754556028907 7.2799986130279 9.07115542770822 8.71614964341824 8.58543870018286
201.076408843911 239.08 7.83906065692914 7.15099432235738 9.12022970603792 8.88043268547183 8.51444210732855
257.03309559086 242.688 1.87237603176781 9.48145753493072 5.55832651244941 5.79631257940013 4.97534951184028
245.102513404987 245.86 7.94554772785655 7.29200099628038 9.31556441915841 8.9569105510794 8.77559986805441
215.092052370508 249.561 7.77428286409094 7.2346835902674 8.96896455006613 8.92591945278006 8.43147898462206
295.138432488921 253.169 7.96574396731992 10.0724760632229 7.96835592258124 8.11799582028505 9.0279613446088
231.08695261993 256.341 8.13692816235907 7.4855704668782 9.34189261520159 9.1095324797707 8.86975696434189
257.033447558203 281.968 3.83715748285702 8.98388051256244 5.06236741350895 5.49462242124164 4.26179201963281
138.01912468712 290.863 8.63772234603777 9.98086698837323 10.0397457885697 11.3362570150108 10.3734102333125
169.013798057486 300.815 7.15073956149372 9.44505387423675 4.04585239353602 4.21540267990589 3.930530520635
213.043050372548 302.401 8.3359280764958 9.45260761801988 7.9336434252349 6.64350350260531 6.74044017576145
259.117959374175 302.93 8.30216283587861 7.08748429026446 9.17252065715586 9.40112335822878 8.91354867807044
196.06130662396 306.102 6.13538258474414 3.85975292700269 9.67745483730289 11.3959739219418 10.5593501334076
180.032495110832 313.94 6.79326621849654 4.06223442888756 4.98353981932611 6.01691000471064 5.17143319845098
96.9870256097051 316.583 6.76650578118518 8.20006375844128 6.92489244518533 6.66399385534112 6.89577513424633
216.908900090939 317.111 8.06642086144921 8.82007788358702 8.17653898832423 7.60948367772837 8.03100071050752
178.02053676082 321.248 6.768394876628 8.7384134875698 6.29422293169203 7.44321741614606 7.1458020168124
323.133254589831 322.834 6.97091493989838 9.75894859314138 7.6808437764669 7.91490039963865 8.61265528142688
180.029904784624 324.42 6.66979017507975 7.2591794179448 9.44578305579841 10.730141331265 9.83358469127898
405.305225665957 326.006 6.2494130082252 9.22650852309327 0 0 2.7646401872509
405.445035438677 326.006 4.33844952431343 8.69095842492083 0 0 0
345.086741140444 327.592 6.77477891084533 9.45319059814402 7.5954827847492 8.04148028130288 8.32442648908991
216.932472975617 328.65 7.55090041386046 8.32223027371102 5.11619549579984 6.56274983061636 6.65345591755353
181.991438916907 330.143 7.01851438045556 10.5079831614972 6.74978085047546 5.76494664957313 5.66305379840574
215.001692731808 332.258 4.50147841169531 9.63754893479254 5.32713498201369 4.82649786383154 5.68667990178895
170.996790751084 334.901 0 9.94705835856732 0 2.63686370801953 0
143.034496747316 335.43 9.06413783518577 8.76752702205016 8.60949419722 8.09503298460693 8.17407101977126
353.028532562083 336.487 9.29210158821305 6.46343032117625 7.31370552428365 5.51860100038813 5.2872868498017
617.355596098502 337.545 10.4160520857892 11.2912836481801 9.2912961123538 9.96350008902982 9.91524162736875
573.365746059202 338.073 8.05862131826812 12.0949272201462 9.86672845227916 11.1504357564687 9.25383564856659
514.325732293803 338.602 9.62213825359385 10.4047338585524 9.70215871460786 10.0826859293931 10.2997276627168
487.638890317614 338.602 8.39321917160884 9.40866045685482 8.44177285124514 9.01108445623541 9.57000398311153
583.279890119602 338.602 9.91522480921814 9.63182051909862 9.66813068413325 10.1088149264433 10.2152998873976
511.69002398907 338.602 3.85530098585066 9.64306496599923 3.56100200257457 7.63856789668026 8.15260919661167
488.379033663883 338.602 8.25518795139604 8.11458455573571 8.21982931544261 8.34679685045955 8.64536954486353
487.568752798914 338.602 7.66348350558987 8.88055201820597 7.67662424181074 8.28409556992736 9.20827335490482
901.506025116457 345.382 5.46043422869495 11.5415203446333 5.36767484556291 7.71399353772041 7.15325050275413
449.340834269473 345.911 2.03000451230168 8.66563518057248 0 0 0
389.113237200772 349.083 7.62340879112699 10.7945665439175 8.26686234310676 8.8867623648205 9.79010077002954
227.059653131853 350.576 8.84544337352957 9.78937106619019 6.90920330107447 6.79289808247814 6.08280545250814
315.076718606485 355.863 6.05184247148032 9.14798470245366 7.26720186463244 7.552005227127 6.74087999696834
203.128373503615 356.92 7.01143737936981 8.45798189878771 5.57389782042069 5.981135880829 6.53778248285874
285.066329821777 357.449 6.99412363591606 8.14280261936169 8.18687756283647 8.64557283392277 8.01126549377858
471.243619992915 359.035 6.75023497785314 9.38546985774998 6.76978629499617 7.42179545451782 7.60063280369303
