,,,,,,,,,,,,,"Normalised abundance",,,,,,,,"Raw abundance",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"Solvent","SPE Blank","Filter Blank","Hyperalkaline",,"Contact","Alkaline",,"Solvent","SPE Blank","Filter Blank","Hyperalkaline",,"Contact","Alkaline",,,,,,,,,,,
"Compound","Neutral mass (Da)","m/z","Charge","Retention time (min)","Chromatographic peak width (min)","Identifications","Max Fold Change","Highest Mean","Lowest Mean","Isotope Distribution","Maximum Abundance","Minimum CV%","XS1_2017_05_08_LS_001","XS1_2017_07_28_LS_004","XS1_2017_07_28_LS_010","XS1_2017_05_08_LS_002","XS1_2017_05_08_LS_006","XS1_2017_05_08_LS_003","XS1_2017_05_08_LS_004","XS1_2017_05_08_LS_005","XS1_2017_05_08_LS_001","XS1_2017_07_28_LS_004","XS1_2017_07_28_LS_010","XS1_2017_05_08_LS_002","XS1_2017_05_08_LS_006","XS1_2017_05_08_LS_003","XS1_2017_05_08_LS_004","XS1_2017_05_08_LS_005","Accepted Compound ID","Accepted Description","Adducts","Formula","Score","Fragmentation Score","Mass Error (ppm)","Isotope Similarity","Retention Time Error (mins)","Compound Link"
"0.89_146.0185n","146.018520157737","127.000679037737","1","0.893283333333333","0.174683333333333","0","872.986462432157","SPE Blank","Hyperalkaline","100 - 1.41","250295.068368571","15.58","453.76200685339","250295.068368571","3714.02483466552","318.29134948598","255.131215787814","370.26215773058","574.759709424488","411.28948443303","92.5837103728293","9595.89920051273","205.167728648291","293.471306308028","392.675040562876","370.26215773058","360.667761805354","381.755717498159",,,"M-H2O-H, 2M-H",,,,,,,
"4.87_170.0938n","170.093778135406","339.164533269297","1","4.87415","0.174683333333333","0","104.846977711808","Filter Blank","SPE Blank","100 - 18.6","73397.7636288673","14.83","12649.6312273844","700.046536683346","73397.7636288673","2322.03292171201","33114.6707460557","6462.91736363041","2564.28463880334","3165.08929258196","2580.97808144094","26.8386270870886","4054.591210873","2140.96310165378","50967.1254388887","6462.91736363041","1609.1155767253","2937.81139457289",,,"M-H, 2M-H",,,,,,,
"7.00_146.0937n","146.093713600047","291.180783395708","1","7.00403333333333","0.340566666666667","0","3.78044428755586","SPE Blank","Solvent","100 - 16.8","45875.6210138439","9.88","12134.9813737114","45875.6210138439","15875.5376450233","15972.1965031671","33033.1485687163","20993.2298884968","25586.4349293693","22245.5469482278","2475.97106834547","1758.79548038689","876.986058170287","14726.7004898587","50841.6538293302","20993.2298884968","16055.7569837215","20648.1445740499",,,"M-H, 2M-H",,,,,,,
"6.94_362.2295n","362.22954122746","361.22226479546","1","6.94388333333333","0.1835","0","188.442105219906","Contact","Filter Blank","100 - 23.9 - 3.18","71914.980949423","9.37","17254.1382759097","8642.48127788412","381.629046573749","44042.5108859306","50295.6073888262","71914.980949423","32891.7233061542","71126.3419453201","3520.46252604332","331.338446759857","21.0817019695024","40608.1196477786","77410.4791942326","71914.980949423","20639.9022621647","66018.9203227158",,,"M-H, M+Cl",,,,,,,
"7.17_204.1359n","204.135904627239","203.128436961665","1","7.16991666666667","0.15705","0","65.4748813976982","Hyperalkaline","Solvent","100 - 11.2","20462.0721613536","12.29","312.517895787634","3892.78740117446","12843.4710800295","12783.5530587313","28140.5912639759","10080.5819008071","8370.89850624117","7032.32636654855","63.76485010407","149.243034448003","709.4906218329","11786.704292977","43311.4692842413","10080.5819008071","5252.82684057456","6527.35092764108",,,"M-H2O-H, M-H",,,,,,,
"7.33_230.0786n","230.078580954067","459.154504193493","1","7.32696666666667","1.20515","0","251.968305351615","Alkaline","Filter Blank","100 - 32.6 - 82.9","272335.445482661","29.35","36491.457523737","51699.9446864918","1080.8321511018","157152.928770563","239453.388023049","94991.9123007512","138541.797749552","406129.093215769","7445.56503945397","1982.09042278499","59.7066221587538","144898.29953252","368545.136919149","94991.9123007512","86936.4349857684","376965.882293808",,,"M-H, 2M-H",,,,,,,
"7.41_240.0996n","240.099648495584","239.126869493025","1","7.40626666666667","0.725166666666667","0","6.10119813506967","Filter Blank","Solvent","100 - 26.3","147474.143838929","6.68","24171.3415257321","103267.225203485","147474.143838929","52025.028866149","47335.1482981104","69702.4301599083","39317.4780440937","68025.285525545","4931.81987328475","3959.09472059626","8146.67011468953","47968.1688073465","72854.0065966246","69702.4301599083","24672.1309331051","63140.5437452901",,,"M-H2O-H, M-H",,,,,,,
"7.39_200.1284n","200.128358014277","399.181128030659","1","7.38865","0.714816666666667","0","13.8293567426996","Alkaline","Filter Blank","100 - 30","58884.1927166564","32.65","33017.4890611704","23084.3014040438","4257.91262834701","30736.6009823534","52771.2786739344","54502.8741892997","45290.9328804803","72477.4525528325","6736.75098026692","885.013959049598","235.212822107988","28339.7913777019","81220.8099657862","54502.8741892997","28420.5366594602","67273.0107357038",,,"M+Cl, 2M-H",,,,,,,
"7.57_344.1139n","344.113935648918","325.096094528918","1","7.57213333333333","0.278866666666667","0","1149.16110796396","SPE Blank","Solvent","100 - 16.3","164730.254584054","56.58","143.348268090901","164730.254584054","739.136450333868","3295.93258222073","42321.7857283528","5077.24707467506","4317.48656051817","10076.6520686019","29.2481837062721","6315.48567283667","40.830891937161","3038.91903430481","65137.8894435075","5077.24707467506","2709.26821917633","9353.07049177622",,,"M-H2O-H, M+Cl",,,,,,,
"7.71_294.1838n","294.183765923044","293.176489491044","1","7.71156666666667","0.506416666666667","0","647.441416395012","Solvent","Alkaline","100 - 26.8","1879025.59624694","78.51","1879025.59624694","7853.88226641125","9770.20015669187","7530.53100621651","1767.29303202145","4183.99146308311","4513.43229241669","1291.03294154825","383388.558227767","301.104864160561","539.719001305001","6943.30768070345","2720.05862117896","4183.99146308311","2832.22622649719","1198.32678823269",,,"M-H, 2M-H",,,,,,,
"7.71_176.1644n","176.164421870857","221.154710126177","1","7.71156666666667","0.41985","0","53.6414847279186","Solvent","Hyperalkaline","100 - 18.3 - 0.716","620132.032280367","79.67","620132.032280367","90821.854050772","142978.765921036","19317.7934867784","3803.56623791284","16436.8874713582","29274.8263352782","8176.08774760588","126529.1575813","3481.95976195399","7898.33939050557","17811.4111448803","5854.10735469615","16436.8874713582","18370.2613778504","7588.98139279664",,,"M+Cl, M+FA-H",,,,,,,
"7.87_382.1958n","382.195779254756","381.188502822756","1","7.86863333333333","0.105733333333333","0","6.87965667225198","Contact","Filter Blank","100 - 24.6","31805.0114096889","34.76","14234.4456408623","10902.7712984938","4623.05212670996","29900.1662540445","15316.7866019138","31805.0114096889","25520.0341902438","15450.0963702269","2904.33701505816","417.994230044233","255.383619249588","27568.5809984232","23574.2215299971","31805.0114096889","16014.0898216537","14340.6599207426",,,"M-H, M+FA-H",,,,,,,
"8.00_344.2191n","344.219144953158","343.211868521158","1","7.99926666666667","0.165866666666667","0","11.4975792543952","Hyperalkaline","Filter Blank","100 - 23.5","148657.623344063","17.46","19502.5232469906","29946.4014781884","12929.4715048157","130299.410791724","167015.835896403","109362.87328741","64767.415089699","98287.6150464208","3979.21363306677","1148.09553330722","714.241401001492","120138.792203958","257055.766119213","109362.87328741","40642.2340593605","91229.8038812097",,,"M-H, M+Cl",,,,,,,
"8.21_424.1762n","424.176235641458","423.168959209458","1","8.20918333333333","1.85981666666667","0","95.0484499265692","Hyperalkaline","Filter Blank","100 - 25.3","844406.975448299","59.88","165559.958708925","194602.321435794","8883.96366380152","96981.2951002114","1591832.65579639","175228.724438354","153156.022852539","378091.073366515","33780.1645685096","7460.73133943594","490.762105111302","89418.790069119","2450005.77743499","175228.724438354","96107.0149202797","350941.209186654",,,"M-H, M+Cl",,,,,,,
"8.17_344.2184n","344.218354132057","379.187755432057","1","8.16513333333333","0.183483333333333","0","52.8246489600673","SPE Blank","Filter Blank","100 - 31.5","557104.935764699","4.35","92907.0823359532","557104.935764699","10546.3064446645","40565.6655258493","26404.1366434109","53431.6238471146","35782.0086161849","33647.4725198008","18956.3742064366","21358.4823806199","582.592156811875","37402.3952342755","40638.8743747536","53431.6238471146","22453.5866882903","31231.3236782685",,,"M+Cl, M+FA-H",,,,,,,
"8.26_376.2450n","376.245002958017","375.237726526017","1","8.26205","0.289216666666666","0","468.5636184771","SPE Blank","Filter Blank","100 - 24.9 - 6.77","711633.61444788","1.72","131239.139963104","711633.61444788","1518.75558917868","141367.06633855","144842.594123048","84208.7973684021","41629.9218937294","85603.9867436744","26777.4876265677","27282.8564959288","83.8981020523381","130343.402968089","222928.704928849","84208.7973684021","26123.2137662838","79456.958217845",,,"M-H, M+Cl",,,,,,,
"8.34_268.0966n","268.096568735121","267.091432858306","1","8.33981666666667","0.139433333333333","0","48.7148727734496","Hyperalkaline","SPE Blank","100 - 18.5","16459.7920544558","23.69","2381.68790162454","337.880222555495","897.930928901586","9934.85311209728","22984.7309968143","2259.37154395029","961.790409098006","1348.95195328353","485.949681886264","12.9537692397317","49.602912572441","9160.14313770721","35376.0324805067","2259.37154395029","603.533595844035","1252.08676683332",,,"M-H2O-H, M-H",,,,,,,
"8.39_266.3451n","266.345099873831","301.303529511438","1","8.39268333333333","0.0704833333333319","0","Infinity","SPE Blank","Solvent","100 - 1.24","327303.142129027","89.34","0","327303.142129027","0","5645.20850548097","0","4573.92840859023","2059.5409057757","9125.98846554559","0","12548.261459376","0","5205.0007553148","0","4573.92840859023","1292.38357639312","8470.67189025485",,,"M-H, M+Cl",,,,,,,
"8.41_460.2479n","460.247901327137","495.237663703879","1","8.4103","0.444749999999999","0","437.846255969869","Solvent","Filter Blank","100 - 43.6","386204.308282856","62.17","386204.308282856","49662.320805056","882.054609391093","14852.0692801661","38153.979410031","43552.4322584131","32252.6573482522","85042.0191454699","78799.51887279","1903.97129122454","48.7258833229703","13693.9196747465","58723.1764886399","43552.4322584131","20238.8816531988","78935.3442408696",,,"M-H, M+Cl",,,,,,,
"8.49_324.1849n","324.18491391601","359.233007276851","1","8.48806666666667","0.322933333333333","0","14.3600550587049","Solvent","Filter Blank","100 - 44.6","372084.037062663","25.71","372084.037062663","149235.006044796","25911.0452948514","35163.3344920282","24346.3673441942","53460.8086943562","18246.4696437651","41426.2169301037","75918.4775310927","5721.42345643432","1431.36100233601","32421.3326067041","37471.7407860868","53460.8086943562","11449.8515803337","38451.4940594383",,,"M-H, M+Cl",,,,,,,
"8.47_448.1433n","448.143330493884","447.136054061884","1","8.47198333333333","0.130616666666667","0","Infinity","Solvent","Filter Blank","100 - 35.9 - 6.82 - 0.907","5403744.91963406","62.04","5403744.91963406","4662.95968908544","0","1789.41686798933","4586.63485145479","2124.25543248678","2600.68083989604","7953.01208494311","1102557.61172551","178.770166924058","0","1649.87991859195","7059.3361960067","2124.25543248678","1631.95457565142","7381.92428854414",,,"M-H, 2M-H",,,,,,,
"8.46_312.1813n","312.181271122146","311.173994690146","1","8.46316666666667","0.21875","0","436.539754225549","SPE Blank","Alkaline","100 - 40.6 - 20.6 - 2.92","8787210.70513263","27.54","240777.558082218","8787210.70513263","53655.8006355878","25786.6454027318","17379.4822759857","23319.4575565235","15308.6259175289","24949.8413587068","49127.2503318324","336887.133772657","2964.01861464679","23775.8284158928","26748.9373521437","23319.4575565235","9606.32374791745","23158.2497240074",,,"M-H, 2M-H",,,,,,,
"8.57_422.2858n","422.285795868091","457.261183764852","1","8.56736666666667","0.271599999999999","0","203.055251851878","Solvent","Filter Blank","100 - 52.1","561873.362631879","45.21","561873.362631879","210921.645100333","2767.09593821167","11984.6490420549","27585.002882232","61334.8342072505","28858.2621494646","55983.3693894308","114642.301220528","8086.3872340014","152.85810242729","11050.0980177284","42456.3575737285","61334.8342072505","18108.8629706864","51963.3303503692",,,"M-H, M+Cl",,,,,,,
"8.63_238.1636n","238.163642552431","283.146117169501","1","8.62903333333333","0.252450000000001","0","40.4524459753112","Solvent","SPE Blank","100 - 18.7 - 14.8","79730.8669948893","9.63","79730.8669948893","1970.97765221788","42653.0314889257","35646.2077777379","31100.3976934175","29014.5630858163","11984.5146240508","26463.8537505458","16267.9540951838","75.5640252939194","2356.21084405996","32866.5519133781","47866.937364266","29014.5630858163","7520.40895508843","24563.5443129131",,,"M+Cl, M+FA-H",,,,,,,
"8.77_312.3154n","312.315446185695","311.308169753695","1","8.76846666666667","0.0953833333333343","0","Infinity","SPE Blank","Hyperalkaline","100 - 8.62","97986.072863569","141.42","47867.0779424801","97986.072863569","45.8813122494671","0","0","0","197.136075307307","0","9766.59926059457","3756.6240692698","2.53454541654241","0","0","0","123.704960327459","0",,,"M-H, M+FA-H",,,,,,,
"8.82_212.1479n","212.147887378939","193.130046258939","1","8.8198","0.130633333333334","0","111.166063475861","Filter Blank","SPE Blank","100 - 25.5","34318.3161747008","57.44","3641.87672662711","308.712165400666","34318.3161747008","9646.95605445444","2304.81643411137","9662.57728937315","6261.2615266862","14826.7381779807","743.073362200935","11.8355141412318","1895.789956728","8894.69600656423","3547.36633837612","9662.57728937315","3929.00745107739","13762.0636693278",,,"M-H2O-H, M+FA-H",,,,,,,
"8.79_552.4727n","552.47268415025","587.507982369534","1","8.7861","0.121816666666666","0","13548.026077949","SPE Blank","Filter Blank","100 - 44.8 - 20","960476.268809833","63.88","84591.8994525972","960476.268809833","70.8941851221502","1039.63280602911","0","378.872097984913","184.596108538546","69.7208849212254","17259.778916081","36823.0725441694","3.91629016589302","958.563272796339","0","378.872097984913","115.835999310461","64.7143859863086",,,"M-H2O-H, M+Cl",,,,,,,
"8.88_231.2258n","231.225760227972","266.212903523569","1","8.88148333333333","0.114549999999999","0","1409.51512612872","Solvent","Contact","100 - 19.4 - 2.25 - 1.52","881567.63479801","70.38","881567.63479801","2255.91053067384","34730.9256974524","4588.86954281575","45.2468030035658","625.440350696529","1491.25328404266","500.203353098635","179871.389277794","86.4878808792366","1918.58306188213","4231.03405537756","69.6398131835904","625.440350696529","935.777117674272","464.284882508946",,,"M-H2O-H, M+Cl",,,,,,,
"8.92_504.3930n","504.392978188714","503.435393507304","1","8.91671666666667","0.289216666666666","0","225.366724275648","Solvent","Hyperalkaline","100 - 64.4","626651.312776571","4.04","626651.312776571","25197.1550586666","11556.3957699874","5161.53770342847","399.632116922725","7162.72112532418","4267.19177249939","4030.08899337563","127859.324426879","966.017275764332","638.39085009849","4759.04612183001","615.077842349836","7162.72112532418","2677.70771079732","3740.69742475524",,,"M-H2O-H, M-H",,,,,,,
"8.93_330.2041n","330.20406853517","329.237080444529","1","8.92553333333333","0.785299999999999","0","15.1549018939968","Alkaline","Filter Blank","100 - 45.5 - 8.87 - 0.581","2723731.02547659","22.05","665372.682275863","646604.148696739","179726.074409991","2224680.15628905","1085695.67251479","2383261.49729439","2299124.50452887","3148337.54642431","135759.871420273","24789.7342683176","9928.31015059501","2051201.80814858","1671005.21559953","2383261.49729439","1442724.80405868","2922262.55338971",,,"M-H2O-H, M-H",,,,,,,
