"mz" "Retention_Time" "NSHQ.14" "WAB.71" "WAB.104" "WAB.105" "WAB.55" "classifier"
281.392768498507 554.379 7.88429114046144 9.54910170582775 0 0 0 "WAB.71"
443.479349040319 553.851 0 8.98489453118692 0 0 0 "WAB.71"
399.503261829069 553.322 0 8.88807388080578 0 0 0 "WAB.71"
399.440724694287 553.322 0 9.6822055241808 0 0 0 "WAB.71"
399.36649226633 553.322 0 10.1796612990363 0 0 0 "WAB.71"
251.420423744698 552.793 8.67476884649769 7.76085767034621 0 0 0 "NSHQ.14"
355.460198256563 552.265 0 9.52463676129829 0 0 0 "WAB.71"
285.375196698758 550.15 8.14131213009924 0 0 0 0 "NSHQ.14"
395.445384610218 548.128 0 9.11248078593817 0 0 0 "WAB.71"
237.3972695665 547.599 8.78890355205966 7.83438293275341 0 0 0 "NSHQ.14"
237.29684786255 547.07 8.37351024392336 10.4378770589552 0 0 0 "WAB.71"
237.347641227959 547.07 9.30772742225656 9.93263607378596 0 0 0 "WAB.71"
223.371940451574 543.898 8.75326406710374 7.88183756251201 0 0 0 "NSHQ.14"
223.327262325066 543.898 9.06449237257919 8.95093654006713 0 0 0 "NSHQ.14"
223.276555099605 543.37 7.87791292425376 9.37048460556087 0 0 0 "WAB.71"
424.44930470806 540.726 0 10.4769343563048 0 0 0 "WAB.71"
367.413155824959 540.726 0 0 6.55412563221866 0 0 "WAB.104"
423.688072160624 540.726 0 9.75545904103932 0 0 0 "WAB.71"
423.511475722716 540.726 8.16745284267365 11.4189459238889 0 0 0 "WAB.71"
423.441244981897 539.669 6.14496892859909 12.277830716825 0 0 0 "WAB.71"
748.930043909532 538.175 3.63587836584696 0 4.35712665783889 0 0 "WAB.104"
209.307527534531 535.003 7.76518481966879 0 0 0 0 "NSHQ.14"
441.464665562711 535.003 0 10.0840157746581 0 0 0 "WAB.71"
423.446805358993 533.946 0 10.1318214948249 0 0 0 "WAB.71"
409.491351985915 530.245 4.06037504067824 11.7848908603206 0 0 0 "WAB.71"
409.423368704062 529.717 0 12.5650668218669 3.75512889271078 0 0 "WAB.71"
263.296695902025 525.051 8.10500216100976 6.31396301192787 0 0 0 "NSHQ.14"
244.570400327737 524.522 0 8.87498998104297 0 0 0 "WAB.71"
308.952276378364 519.765 5.48525996896335 9.22536646277109 0 0 0 "WAB.71"
439.449200866544 519.765 0 9.45558911477359 0 0 0 "WAB.71"
367.296167125804 508.319 0 8.81744300630989 0 0 0 "WAB.71"
249.327965980955 499.331 7.91137582340864 7.87630160902268 0 0 0 "NSHQ.14"
249.402672536201 497.838 7.90287322135912 7.8707897203654 0 0 0 "NSHQ.14"
249.217975399715 497.838 9.57488742267208 9.37227374028941 0 0 0 "NSHQ.14"
455.518270138286 490.965 0 10.0117075873502 0 0 0 "WAB.71"
455.366244817451 490.965 0 10.2668640944182 0 0 0 "WAB.71"
265.266280401919 462.694 0 9.21527646586474 0 0 0 "WAB.71"
265.206386382118 462.694 0.0167596911043823 9.78662627645639 0.160568622912375 0 0.480701416286737 "NSHQ.14"
170.996950797695 329.178 0 10.604302482219 0 2.96125911987908 0 "WAB.71"
405.380274011079 326.006 0 8.57675731325576 0 0 0 "WAB.71"
171.193574500797 121.676 0 8.68073577549311 2.05294994029333 0 0 "WAB.71"
